time,   leftEncoder,   rightEncoder,   leftMode,   rightMode
42925,  -19877,         0,      2,      0
42930,  -19889,         0,      2,      0
42935,  -19901,         0,      2,      0
42940,  -19912,         0,      2,      0
42945,  -19924,         0,      2,      0
42950,  -19935,         0,      2,      0
42955,  -19947,         0,      2,      0
42960,  -19958,         0,      2,      0
42965,  -19970,         0,      2,      0
42970,  -19982,         0,      2,      0
42975,  -19993,         0,      2,      0
42980,  -20005,         0,      2,      0
42985,  -20016,         0,      2,      0
42990,  -20028,         0,      2,      0
42995,  -20040,         0,      2,      0
43000,  -20051,         0,      2,      0
43005,  -20063,         0,      2,      0
43010,  -20074,         0,      2,      0
43015,  -20086,         0,      2,      0
43020,  -20098,         0,      2,      0
43025,  -20109,         0,      2,      0
43030,  -20121,         0,      2,      0
43035,  -20132,         0,      2,      0
43040,  -20144,         0,      2,      0
43045,  -20156,         0,      2,      0
43050,  -20167,         0,      2,      0
43055,  -20179,         0,      2,      0
43060,  -20190,         0,      2,      0
43065,  -20202,         0,      2,      0
43070,  -20214,         0,      2,      0
43075,  -20225,         0,      2,      0
43080,  -20237,         0,      2,      0
43085,  -20249,         0,      2,      0
43090,  -20260,         0,      2,      0
43095,  -20272,         0,      2,      0
43100,  -20283,         0,      2,      0
43105,  -20295,         0,      2,      0
43110,  -20307,         0,      2,      0
43115,  -20318,         0,      2,      0
43120,  -20330,         0,      2,      0
43125,  -20342,         0,      2,      0
43130,  -20353,         0,      2,      0
43135,  -20365,         0,      2,      0
43140,  -20377,         0,      2,      0
43145,  -20388,         0,      2,      0
43150,  -20400,         0,      2,      0
43155,  -20412,         0,      2,      0
43160,  -20423,         0,      2,      0
43165,  -20435,         0,      2,      0
43170,  -20447,         0,      2,      0
43175,  -20458,         0,      2,      0
43180,  -20470,         0,      2,      0
43185,  -20482,         0,      2,      0
43190,  -20493,         0,      2,      0
43195,  -20505,         0,      2,      0
43200,  -20516,         0,      2,      0
43205,  -20528,         0,      2,      0
43210,  -20539,         0,      2,      0
43215,  -20551,         0,      2,      0
43220,  -20562,         0,      2,      0
43225,  -20574,         0,      2,      0
43230,  -20585,         0,      2,      0
43235,  -20596,         0,      2,      0
43240,  -20608,         0,      2,      0
43245,  -20619,         0,      2,      0
43250,  -20630,         0,      2,      0
43255,  -20641,         0,      2,      0
43260,  -20652,         0,      2,      0
43265,  -20663,         0,      2,      0
43270,  -20674,         0,      2,      0
43275,  -20685,         0,      2,      0
43280,  -20696,         0,      2,      0
43285,  -20707,         0,      2,      0
43290,  -20718,         0,      2,      0
43295,  -20728,         0,      2,      0
43300,  -20739,         0,      2,      0
43305,  -20750,         0,      2,      0
43310,  -20760,         0,      2,      0
43315,  -20771,         0,      2,      0
43320,  -20781,         0,      2,      0
43325,  -20791,         0,      2,      0
43330,  -20802,         0,      2,      0
43335,  -20812,         0,      2,      0
43340,  -20822,         0,      2,      0
43345,  -20832,         0,      2,      0
43350,  -20842,         0,      2,      0
43355,  -20853,         0,      2,      0
43360,  -20863,         0,      2,      0
43365,  -20872,         0,      2,      0
43370,  -20882,         0,      2,      0
43375,  -20892,         0,      2,      0
43380,  -20902,         0,      2,      0
43385,  -20911,         0,      2,      0
43390,  -20921,         0,      2,      0
43395,  -20930,         0,      2,      0
43400,  -20939,         0,      2,      0
43405,  -20949,         0,      2,      0
43410,  -20958,         0,      2,      0
43415,  -20967,         0,      2,      0
43420,  -20976,         0,      2,      0
43425,  -20985,         0,      2,      0
43430,  -20994,         0,      2,      0
43435,  -21003,         0,      2,      0
43440,  -21012,         0,      2,      0
43445,  -21020,         0,      2,      0
43450,  -21029,         0,      2,      0
43455,  -21037,         0,      2,      0
43460,  -21046,         0,      2,      0
43465,  -21054,         0,      2,      0
43470,  -21063,         0,      2,      0
43475,  -21071,         0,      2,      0
43480,  -21079,         0,      2,      0
43485,  -21087,         0,      2,      0
43490,  -21095,         0,      2,      0
43495,  -21103,         0,      2,      0
43500,  -21111,         0,      2,      0
43505,  -21119,         0,      2,      0
43510,  -21127,         0,      2,      0
43515,  -21134,         0,      2,      0
43520,  -21142,         0,      2,      0
43525,  -21149,         0,      2,      0
43530,  -21156,         0,      2,      0
43535,  -21164,         0,      2,      0
43540,  -21171,         0,      2,      0
43545,  -21178,         0,      2,      0
43550,  -21185,         0,      2,      0
43555,  -21192,         0,      2,      0
43560,  -21199,         0,      2,      0
43565,  -21206,         0,      2,      0
43570,  -21212,         0,      2,      0
43575,  -21219,         0,      2,      0
43580,  -21225,         0,      2,      0
43585,  -21232,         0,      2,      0
43590,  -21238,         0,      2,      0
43595,  -21244,         0,      2,      0
43600,  -21251,         0,      2,      0
43605,  -21257,         0,      2,      0
43610,  -21263,         0,      2,      0
43615,  -21268,         0,      2,      0
43620,  -21274,         0,      2,      0
43625,  -21280,         0,      2,      0
43630,  -21285,         0,      2,      0
43635,  -21291,         0,      2,      0
43640,  -21296,         0,      2,      0
43645,  -21302,         0,      2,      0
43650,  -21307,         0,      2,      0
43655,  -21312,         0,      2,      0
43660,  -21317,         0,      2,      0
43665,  -21322,         0,      2,      0
43670,  -21327,         0,      2,      0
43675,  -21331,         0,      2,      0
43680,  -21336,         0,      2,      0
